gene_symbol,TCGA-91-6849-11A-01R-1949-07,TCGA-55-6982-11A-01R-1949-07,TCGA-73-4676-11A-01R-1755-07,TCGA-55-6980-11A-01R-1949-07,TCGA-50-5931-11A-01R-1858-07,TCGA-91-6828-11A-01R-1858-07,TCGA-49-6743-11A-01R-1858-07,TCGA-44-6147-11A-01R-1858-07,TCGA-44-2665-11A-01R-1758-07,TCGA-44-2657-11A-01R-1758-07,TCGA-38-4627-11A-01R-1758-07,TCGA-55-6970-11A-01R-1949-07,TCGA-50-5939-11A-01R-1628-07,TCGA-44-6778-11A-01R-1858-07,TCGA-38-4625-11A-01R-1758-07,TCGA-44-2668-11A-01R-1758-07,TCGA-38-4632-11A-01R-1755-07,TCGA-50-5933-11A-01R-1755-07,TCGA-55-6972-11A-01R-1949-07,TCGA-55-6985-11A-01R-1949-07,TCGA-49-6761-11A-01R-1949-07,TCGA-55-6984-11A-01R-1949-07,TCGA-44-6776-11A-01R-1858-07,TCGA-55-6975-11A-01R-1949-07,TCGA-55-6981-11A-01R-1949-07,TCGA-50-5935-11A-01R-1858-07,TCGA-44-2655-11A-01R-1758-07,TCGA-55-6979-11A-01R-1949-07,TCGA-44-2662-11A-01R-1758-07,TCGA-49-6744-11A-01R-1858-07,TCGA-49-6745-11A-01R-1858-07,TCGA-44-3396-11A-01R-1758-07,TCGA-44-6146-11A-01R-1858-07,TCGA-50-5930-11A-01R-1755-07,TCGA-44-2661-11A-01R-1758-07,TCGA-50-5936-11A-01R-1628-07,TCGA-44-5645-11A-01R-1628-07,TCGA-55-6971-11A-01R-1949-07,TCGA-44-3398-11B-01R-1758-07,TCGA-44-6144-11A-01R-1755-07,TCGA-44-6145-11A-01R-1858-07,TCGA-91-6829-11A-01R-1858-07,TCGA-91-6836-11A-01R-1858-07,TCGA-49-6742-11A-01R-1858-07,TCGA-55-6969-11A-01R-1949-07,TCGA-55-6986-11A-01R-1949-07,TCGA-38-4626-11A-01R-1758-07,TCGA-91-6847-11A-01R-1949-07,TCGA-49-4490-11A-01R-1858-07,TCGA-49-4512-11A-01R-1858-07,TCGA-91-6835-11A-01R-1858-07,TCGA-50-6595-11A-01R-1858-07,TCGA-55-6978-11A-01R-1949-07,TCGA-55-6983-11A-01R-1949-07,TCGA-91-6831-11A-02R-1858-07,TCGA-44-6777-11A-01R-1858-07,TCGA-55-6968-11A-01R-1949-07,TCGA-50-5932-11A-01R-1755-07,TCGA-44-6148-11A-01R-1858-07,TCGA-55-8513-01A-11R-2403-07,TCGA-97-8177-01A-11R-2287-07,TCGA-53-7626-01A-12R-2066-07,TCGA-91-8497-01A-11R-2403-07,TCGA-44-3919-01A-02R-1107-07,TCGA-99-7458-01A-11R-2039-07,TCGA-44-6146-01A-11R-A278-07,TCGA-55-8208-01A-11R-2241-07,TCGA-75-7030-01A-11R-1949-07,TCGA-86-8671-01A-11R-2403-07,TCGA-55-8087-01A-11R-2241-07,TCGA-S2-AA1A-01A-12R-A39D-07,TCGA-97-8174-01A-11R-2287-07,TCGA-97-7552-01A-11R-2039-07,TCGA-93-A4JP-01A-11R-A24X-07,TCGA-86-A4P7-01A-11R-A24X-07,TCGA-MP-A4TJ-01A-51R-A262-07,TCGA-86-8668-01A-11R-2403-07,TCGA-55-7284-01B-11R-2241-07,TCGA-55-8206-01A-11R-2241-07,TCGA-93-A4JN-01A-11R-A24X-07,TCGA-05-5429-01A-01R-1628-07,TCGA-93-7348-01A-21R-2039-07,TCGA-55-8097-01A-11R-2241-07,TCGA-69-8254-01A-11R-2287-07,TCGA-05-4433-01A-22R-1858-07,TCGA-69-7761-01A-11R-2170-07,TCGA-97-A4M1-01A-11R-A24X-07,TCGA-86-8056-01A-11R-2241-07,TCGA-55-8619-01A-11R-2403-07,TCGA-55-8299-01A-11R-2287-07,TCGA-55-8207-01A-11R-2241-07,TCGA-55-A57B-01A-12R-A39D-07,TCGA-97-8172-01A-11R-2287-07,TCGA-55-7728-01A-11R-2187-07,TCGA-NJ-A55A-01A-11R-A262-07,TCGA-55-6987-01A-11R-1949-07,TCGA-86-8076-01A-31R-2241-07,TCGA-38-A44F-01A-11R-A24H-07,TCGA-05-4249-01A-01R-1107-07,TCGA-86-A4P8-01A-11R-A24X-07,TCGA-75-7025-01A-12R-1949-07,TCGA-69-8453-01A-12R-2326-07,TCGA-55-8204-01A-11R-2241-07,TCGA-44-2657-01A-01R-1107-07,TCGA-67-4679-01B-01R-1755-07,TCGA-44-2661-01A-01R-1107-07,TCGA-55-A48X-01A-11R-A24H-07,TCGA-55-8512-01A-11R-2403-07,TCGA-93-7347-01A-11R-2187-07,TCGA-55-6971-01A-11R-1949-07,TCGA-64-1681-01A-11R-2066-07,TCGA-MP-A4TH-01A-31R-A262-07,TCGA-50-5942-01A-21R-1755-07,TCGA-L4-A4E6-01A-11R-A24H-07,TCGA-44-2666-01A-01R-0946-07,TCGA-05-4403-01A-01R-1206-07,TCGA-97-7553-01A-21R-2039-07,TCGA-55-6984-01A-11R-1949-07,TCGA-50-8459-01A-11R-2326-07,TCGA-97-7546-01A-11R-2039-07,TCGA-55-6983-01A-11R-1949-07,TCGA-97-7547-01A-11R-2039-07,TCGA-73-7498-01A-12R-2187-07,TCGA-55-7573-01A-11R-2039-07,TCGA-93-A4JO-01A-21R-A24X-07,TCGA-69-7974-01A-11R-2187-07,TCGA-99-AA5R-01A-11R-A39D-07,TCGA-50-8457-01A-11R-2326-07,TCGA-44-7659-01A-11R-2066-07,TCGA-44-5645-01A-01R-1628-07,TCGA-44-6146-01A-11R-1755-07,TCGA-55-7574-01A-11R-2039-07,TCGA-44-6147-01A-11R-1755-07,TCGA-97-8552-01A-11R-2403-07,TCGA-J2-A4AE-01A-21R-A24H-07,TCGA-97-A4M5-01A-11R-A24X-07,TCGA-44-6148-01A-11R-1755-07,TCGA-55-6985-01A-11R-1949-07,TCGA-86-8280-01A-11R-2287-07,TCGA-55-8621-01A-11R-2403-07,TCGA-91-6835-01A-11R-1858-07,TCGA-97-7941-01A-11R-2187-07,TCGA-49-AARR-01A-11R-A41B-07,TCGA-97-A4M7-01A-11R-A24X-07,TCGA-38-4626-01A-01R-1206-07,TCGA-55-7816-01A-11R-2170-07,TCGA-78-7540-01A-11R-2066-07,TCGA-97-A4M2-01A-12R-A24X-07
SIX2,5.9854348125,5.547126634,4.8295981251999995,5.426501153999999,4.6242986098,5.7085963192,4.8966931927,5.304136361,4.9259081995,5.5800412032,4.9323481435000005,4.4494043921,5.69527595,4.878250345400001,6.3185823085,5.3078486599,4.8284449786,5.293176078,5.7128118527,6.1738990801,4.6941322994,5.628997421699999,5.7328385316,4.8160512921,5.3785668599,5.7709342904,5.3822072275999995,4.9852284717,6.058691924,4.8649994124000004,5.4387054901,5.544169045399999,5.0175934369999995,5.2340899547,5.491151949500001,4.7947871043,4.9022828541,4.4014916623,6.8851298209000005,4.752242327699999,5.1955580116,6.853626875700001,5.200854313,5.906359932000001,5.2456408736,7.1779349747,6.5281857217,6.5751014828,7.7767077861,5.6042076115,6.5523189642999995,4.9379192198,7.298141612699999,5.767829627799999,4.9422591125,6.3061955330999995,5.7178947850999995,5.769509630599999,6.9699293775,6.890173465299999,6.2317424257,7.9324990699,8.5514506928,7.6317673329,5.0128053008,3.7753563044,7.8233947613999995,6.4992999978,7.6412652771000005,9.1115111262,4.5125753429,6.6698234278,7.0756455009,6.1246375173,6.3007930428,8.408115267000001,5.4338044933,4.4665491453,6.412001366799999,8.6050013202,6.0283452881,8.9759705272,8.1375523863,6.3769259541,5.725742314,4.8007436539,8.2893034984,5.6545519963,5.3622731025,4.3889809671,6.5118224426,5.0318346727,8.8007814852,9.736382342899999,8.2517087543,9.1807489887,6.0098365149,7.525259967999999,8.077557704,4.4722364713,8.4266350736,8.1942659495,9.9158648449,7.8723267732,7.773781776,8.358364788,7.6008639285,9.5674354955,7.367470653400001,7.100284655199999,8.577767786799999,5.3774562566999995,7.6498620862,4.8866984719,5.128840075299999,10.321986499600001,7.6865848781,5.6273218289999996,7.1278519961,6.44511762,9.5458978145,6.6565246377,5.7919961954999994,7.7228071186000005,5.7653949118,5.4514376651,6.8612166071,7.0967137619,7.6543908647,5.6569336376,4.3332768632,7.978917025,8.9810382977,7.6845031301999995,7.3454093506,6.8897092162,6.7186435212,9.6824040671,7.0186627350999995,6.7969821982,8.8514641242,5.9225475763,10.2950479922,8.7953009197,5.205411467,7.3695679777,6.6975034775,6.420724814
SKOR2,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.193994722799999,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.0841161596,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.1279695848,3.7753563044,3.7753563044,9.0888497714,3.7753563044,3.7753563044,3.7753563044,4.326530867,3.7753563044,3.7753563044,3.7753563044,4.5132374169,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.2301781393999995,6.2064969875,3.7753563044,5.391452483099999,3.7753563044,3.7753563044,4.3539399262,4.0657166548,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.2617323063,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.3703096056,3.7753563044,4.467670523,3.7753563044,3.7753563044,3.7753563044,4.2184573012,3.7753563044,3.7753563044,3.7753563044,3.7753563044,5.1407665751,4.1910574238,4.7144984515,5.7101254227,3.7753563044,3.7753563044,3.7753563044,4.7029939828,4.1422167332,4.386143802099999,3.7753563044,3.7753563044,3.7753563044,5.418704696,3.7753563044,3.7753563044,4.4098167617,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.481679360899999,3.7753563044,3.7753563044,5.319953851499999,3.7753563044,3.7753563044,3.7753563044,4.1682798938,4.2321361649,4.317583240199999,3.7753563044,8.6494738942,4.0861430154,3.7753563044,3.7753563044,4.5235220551,3.7753563044,3.7753563044,3.7753563044
SLAMF6P1,3.7753563044,3.7753563044,4.3111986069,3.7753563044,3.7753563044,4.2276490863,3.7753563044,3.7753563044,3.7753563044,4.4790908007,3.7753563044,4.2541272138999995,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.3040951538,3.7753563044,4.2557924616000005,4.0887881355,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.2251132156999995,3.7753563044,3.7753563044,3.7753563044,4.0568510033,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.1058651395,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.2323166135,4.3887816757,3.7753563044,3.7753563044,4.0744649274,3.7753563044,3.7753563044,5.0049419731,3.7753563044,4.8655678257999995,3.7753563044,5.7652303525,3.7753563044,4.4956406479,4.6351063234,4.4833444143,4.556808919,3.7753563044,3.7753563044,3.7753563044,4.2381952305,5.2652436088,4.6813590587,3.7753563044,6.716042138500001,4.4512479453,4.5572885386,3.7753563044,4.9092431443999995,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.6447431970999995,3.7753563044,4.0711264149,3.7753563044,4.7309873117,3.7753563044,3.7753563044,3.7753563044,4.4387184631,4.8615342569,3.7753563044,3.7753563044,4.3962786968000005,3.7753563044,4.3323678484,4.1179676049000005,4.454274767,4.1082656721,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.5557894762,3.7753563044,3.7753563044,4.3539013547000005,3.7753563044,4.212930585,6.5192532743,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,5.3296129495999995,3.7753563044,4.2321361649,3.7753563044,3.7753563044,3.7753563044,5.6372770757,4.1642344186,4.9977503965,4.5235220551,3.7753563044,4.4519272733,4.1317566372000005
SLC13A5,4.5907759314,5.100036333,4.6932463454,4.9200517237,4.2701667597,3.7753563044,5.0601274164,4.8018738848,4.7780745729000005,5.4249472023,4.8610580537,4.5972622473,4.4228437472,4.6175081504,4.3685366165,4.5042627866,4.9466258703,4.6435033727,4.7407643387,4.7778538787,4.3117270905,4.8616540201,4.7033978386,4.9329740778,5.0765514622,4.7235181005,4.9582477292,4.553693533,4.7256288117,4.8649994124000004,4.5517178056,4.864670448,4.9302216776,4.2800036145,5.1871001106,4.238808457,4.6245245362,4.6541614288,4.2382213505,4.9978666052,4.694648633,3.7753563044,4.6201375508,5.1797078213,4.7285792425999995,4.6533226293,4.3636164912,4.946826693,5.962238042999999,4.294719417900001,4.9711616164,4.241755507200001,4.446358121399999,4.5065414264,4.9422591125,4.7549616061,5.1211240537,4.281110743999999,4.9658237824,8.2470760101,5.7922209433,4.5914690231,5.590888491,4.3704183654,4.6882802828,10.4226527374,5.260789920400001,11.468943023900001,4.4527314474,4.6533262366,4.6236428606999995,5.0547528694,9.4718977505,4.5729639884,5.2299430065,5.2279445957,4.6957680647,4.8326013856,4.638079250400001,5.1205709367,9.5441507504,5.6568808409,4.4807447226,4.3950452772,5.6329646688,9.9671989838,5.0429717652,4.336102003500001,5.3622731025,5.1097519438,4.9107133774000005,4.536764338999999,4.7919973493,9.0833385331,4.9530461882,5.2244481052,5.1461520751,10.8931045739,4.0892892356,4.1263277022,5.7479295799,7.0229097435000005,5.2439294919999995,5.7529689799,4.3612478586000005,4.990563616,4.7319913501999995,6.7165560313,4.8866618461,5.2433552125,4.3494569616000005,5.3059730485,4.386143802099999,5.3124418594,4.864808203,4.9028602296,4.3716548037,5.5716294956,8.3579562913,5.0159493216,5.0172854975,5.8406126810000005,4.8855480244,4.7965357711,4.6650455644,4.9575460017,4.7161766939,4.7699702376,4.4354442411,4.5883190901,11.335332765599999,5.4988107412,5.3585243785,4.7577125638,4.8173550771,4.9226339779,5.6816308833,4.8722980701,4.317583240199999,4.3187269256,5.039115717900001,5.7148291073,5.1788156211,4.6522475986,4.9397485614,4.1145094526,5.2043246918,4.7663743966
SLC14A1,10.6634957634,9.4363059991,10.5120799048,8.9264766832,10.502354515,9.105382690599999,6.569681921,8.6236045085,5.7030005003,7.8198526638,9.5201093266,10.6865772979,8.448694113,9.3171146061,9.630224110599999,7.0265789076,7.6842304985,9.8734396228,9.9251273665,9.4809208412,10.7844736702,7.8867780088999995,10.3730342475,8.4834946005,6.4345013888,9.0532657475,8.3397499291,6.745513078099999,9.8344790236,8.3475365419,9.1786182253,9.6202939658,8.558252621,8.9438662568,7.0331407946,9.7134704897,10.9088794515,8.9387879384,10.521778965700001,10.4343954188,9.5204836373,9.2887061832,9.468110504,5.906359932000001,8.7528659432,10.2265631445,10.1958855783,7.988169179500001,9.3872469497,7.7472670968,6.1716749527,10.1020728963,10.582778834900001,6.4617082385,10.7443255562,10.0480660227,7.9973341294,10.2106481866,9.9558242741,7.2232206793,5.7205591548,7.828876414,7.426576970399999,6.0554022259,6.8795497458,7.492609754,6.6469075448,7.8435572235,7.4333790624,4.8762235821,7.890629747999999,7.627814336599999,7.2771326616,7.960887016799999,7.8930455774,7.2385581214,6.6292727749,8.3055932914,6.0950688204,6.726926505900001,7.7317730877,6.1391692566,7.1984517452,6.9097058663999995,7.6055907877,6.130299202200001,7.0316693876,8.4936943289,9.0132594903,5.871631493,6.9790866587,5.4334416538,7.741759084500001,9.567040717000001,7.0447647174,6.7344295797000004,6.0098365149,9.2444768623,5.9410329661,8.3473558558,6.9446103985,8.2183040869,8.7874295632,6.8708850588,8.367097145299999,6.5692222428,6.344810735499999,7.4943354874,6.3386357421,6.9805420248,6.0172729829,7.4060122936,6.9278494765,7.3845174299,6.923042712000001,9.9082947765,7.390955055599999,5.6273218289999996,6.8025297427,6.157999847999999,6.730960104199999,5.1526288414999994,8.3719517604,7.121787111900001,7.6838798556,6.6203459084,9.2953687547,7.192506176699999,6.2472115836,6.7120177488,7.7564954587,7.4331485559,7.1002128992,6.5988377149,7.073407953999999,8.2313337938,8.7226404256,6.8720842567,7.0761962019,8.1102067765,7.1264807074,6.6176011972,8.7955507878,7.1376488393,6.1371293621000005,7.674961794,6.4356341342,8.4451450555
SLC15A1,5.1535709216,5.547126634,5.053265129,4.8043234453,6.4436401856,5.2204213473,4.5779802485,4.5087019644,5.1674866132999995,5.3390492326,4.3653596594,4.7203153787,4.5651366225,5.080896743399999,5.0262630857,4.9631733941,4.6922320605,4.742474827900001,5.2635732196,5.6562545421,4.5296544747,6.0770947383000005,4.5824276908999995,5.444202681799999,4.9854879212,4.9268183157,4.6501562769,5.442615204,4.988400587799999,4.2289793982,4.8608094806,4.6374451648,4.4537948382999994,4.485488684,5.0960816839,4.4280186751,4.9022828541,4.4014916623,5.2204736544,4.8416091650999995,5.2594449064,4.7655691499,4.6201375508,6.115389855499999,4.9328658661,5.516551645800001,4.7253909247,5.4515898678,4.7016426058,5.1943842335,5.748847045800001,5.435027786,5.084145159,5.3487491814,3.7753563044,4.8656203255,4.466281171,4.7721095164,4.9176800461,6.138271882000001,9.120695721,6.673072116599999,5.4182838319,6.5345263860000005,4.904058139,5.7622612257000005,6.6132971442,8.8576287911,5.0431858917,6.6934187667,4.8071887993999995,5.1830886202999995,9.6762532539,8.6297531616,4.3900038764,6.6381192249000005,5.6306201199,9.9118092909,6.3317085378,5.3408251736,9.5407212372,6.802682079199999,5.4891579276,5.501774530900001,9.3373993698,10.6675914518,6.731147620700001,4.9092431443999995,6.163519835900001,6.0547907939,4.4162344721,4.3994071133,4.8239636022,9.7814963246,5.4002367318,4.7399651794999995,5.2475956324,10.6396756602,5.8918635727,4.9605472708,6.710743813,8.2835468895,8.0456130236,7.5948669867,4.5984298395,5.9576239171,6.701632965499999,5.7806957624,5.1766174972000005,6.3894882058,4.9877617195,3.7753563044,4.208848429700001,4.3412341075,4.228896729200001,10.3423370355,4.8968725081999995,9.3187263676,9.2983907587,7.0815426317,5.0839077058,4.590192274800001,5.4744454774,6.1546119612,4.5896082683,4.9575460017,4.7887011854,4.8821774791,5.1367798996,5.1496047661,5.2018648911000005,5.2081211836,6.5609153563,5.537322659,5.436347939299999,6.4399991899,7.6745017641999995,7.3387354437,5.10086096,5.6182332210000006,8.215221988,7.6573438578,5.6946432472,5.6350184509000005,5.3073050895,6.5275150687,9.8557872311,5.9373931977
SLC16A9,7.4964365499,7.1736358216,6.9686506661,6.8424477806,6.0994898711,6.7967867457,7.5149755669000005,7.525271908400001,7.3088151243,7.494428802000001,8.1522396417,7.2811533187,8.4717069164,7.5295468609,7.879759375599999,8.6013972134,7.3866316865999995,7.1131774397,7.015107765800001,7.8112230716,6.878878746900001,6.1570738085,6.9553547690999995,7.0441560163,7.6318983876,7.8860551239,7.806043785499999,5.9820584947,7.5901930739,7.7194734057000005,7.0093475966,7.521666039299999,7.406849018099999,6.3692041784,7.3440660866,6.0415792726,8.2107357384,6.298516563400001,7.156260399,6.5627474915,6.7688114287,6.3227988903,5.8988988727,6.5982314735,5.82312605,7.764220791900001,8.2320933758,6.3046604099,9.5194800262,8.366189478999999,6.9567053934,7.509884575,6.9528838702,6.1211556655,7.1729484399,6.5841556985,5.8934398299,7.642814528300001,7.889003356900001,8.438127407,9.4459998751,11.1180725509,6.4840773861,8.6510780463,8.8265206011,7.4428508638999995,9.9368530086,7.4889819063,6.472707091,7.574490462000001,6.5673455429,7.5038948903,9.5776931394,6.829640490599999,7.928456194400001,8.2147152849,6.3449521979,9.2407974434,6.8860337649000005,6.6768151943,7.3138774587999995,8.9138543379,8.5814788031,13.6550496882,9.6521032553,5.9408739642,7.1341636012,7.3894406898,6.48157504,6.953581108,9.6457724682,8.0803010811,10.3782994878,6.6572937904,11.8902530474,8.6829522703,8.9782387287,6.9845622477,10.7136702204,6.3885994123000005,8.3654117162,6.8718701685,7.9725203091,7.9863628789,11.8106087145,8.0704693937,10.3768392074,9.405350337,6.8051758383,8.4432598626,7.5105687395,6.5948772688999995,10.4433724536,7.3845174299,14.0794857748,11.2703986784,11.8391780242,6.994845677000001,6.696084503300001,9.774445099400001,8.6737058299,10.533644517,8.3789008644,7.5306063944,10.6278148066,12.4064434325,9.1264850359,9.5921652302,9.4196658352,7.726335399400001,7.3025309716999995,9.814497933,8.3692424137,7.676735923400001,6.3302921012,7.8478227435,8.0262561918,11.8935671418,8.518688852999999,8.3727262021,9.400081050399999,11.2335820809,8.8930152263,6.1642776862,8.2071752609,7.9399588901,8.577064549,7.8230820615
SLC17A4,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.2017728137,3.7753563044,3.7753563044,4.193994722799999,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.8851548661,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.0841161596,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.2382213505,3.7753563044,4.2407971403,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.1165504915,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.1279695848,4.2323166135,4.3075858543,3.7753563044,4.3836037824,4.0744649274,4.3082368783,3.7753563044,3.7753563044,5.534006195,4.3301011143,4.1728251698,3.7753563044,3.7753563044,4.4956406479,4.1044273082,3.7753563044,3.7753563044,3.7753563044,4.5901584258999995,4.5386596751,3.7753563044,5.6505863236,3.7753563044,4.0657166548,5.1951188736,3.7753563044,5.2881645758,4.781536272,3.7753563044,4.9243035282,3.7753563044,3.7753563044,4.2183329413,4.0429332378,5.445690203,3.7753563044,4.0711264149,3.7753563044,5.8959150589,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.1425986923,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.208848429700001,4.4662428449,3.7753563044,4.2897923892000005,3.7753563044,3.7753563044,4.8406170204,3.7753563044,3.7753563044,3.7753563044,4.4063574323,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.2441260348,4.1858509721,3.7753563044,3.7753563044,4.1559556337,3.7753563044,3.7753563044,4.3602171388,4.4518115877,3.7753563044,3.7753563044,3.7753563044,3.7753563044,5.7148291073,3.7753563044,6.6660357689,4.0424652179,3.7753563044,5.5342694612,4.2781172092
SLC17A9,7.6119543202,7.846300106799999,8.1237831344,8.0378773151,7.8651652248,7.276868081900001,6.853423959,8.115523035499999,7.611002033099999,8.4751546412,7.836663364500001,8.217486556,6.7216916400999995,7.971717215700001,7.9130372248,9.3875134134,8.937401478,7.981567162899999,8.1761377898,8.9173958842,7.6487401763,7.144234924400001,7.4214758713,7.9861349421000005,7.850633032,7.2314938471,6.865623566,8.3437422656,7.1917771748,7.034029677,6.812128921599999,7.9882457894000005,7.131004172000001,7.521791648,7.6748288825,7.666704955299999,7.496915158099999,8.021466970599999,7.4263464398000005,8.7171783542,8.0749195664,10.3252587959,8.2389507327,6.955359644700001,9.2520159865,7.5504059078,9.143791546000001,7.0316920916,6.984896794500001,7.2279258753999995,7.8961223191,7.1302133377,7.6859254012000005,7.8541582675,7.5842911585,7.482573796900001,9.314905295900001,7.679334645,6.9794718833000005,11.169477949200001,10.1003720247,8.6289893292,10.517811352899999,9.3488341898,7.3137853563,11.9681716244,10.520010124099999,9.656545436,10.408874563300001,9.1331841909,13.6597561686,9.9881188737,9.9774567661,7.6252699711,10.8792364906,10.2700447818,9.4456072977,11.49687582,8.938138261499999,11.416657608800001,9.5441507504,10.506419552,10.985452528,9.3143309622,11.1323867046,11.010863373,8.3365792314,11.249860783099999,11.5512367753,9.170193752100001,9.7205017629,7.941704719800001,9.8704233195,12.3040542833,8.1893991899,10.1673475206,9.953409562200001,10.4799435237,9.8097167516,9.8916145297,8.401903386399999,10.7261615781,8.7794311204,10.549015649700001,7.9040442383,10.016899755,9.4995040703,10.6401016427,8.8573505714,10.4906610134,8.966117652100001,12.428791531400002,7.2828360519,10.1973896006,9.0751656375,9.7697333184,9.6913389137,11.7217833227,10.9167368098,7.8354432415,9.2654242787,10.9475288015,9.5311276508,8.1013345219,13.7175639916,10.0457202463,9.8627190033,9.5650125291,9.1684880003,8.0219351377,12.595652968,10.5519675262,10.2037935021,11.541021473599999,10.5289382307,11.2061868882,8.4075301518,9.9621610958,9.995429151,10.1456742737,8.155333090800001,8.0124349939,9.854889638300001,11.0436149447,9.9035883563,8.435191167300001,11.905319768499998,11.640664748599999
SLC18A3,4.2502832035,3.7753563044,4.3111986069,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.2541272138999995,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.1058651395,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.2662251151,3.7753563044,4.1279695848,3.7753563044,7.9455496586,3.7753563044,3.7753563044,4.0744649274,8.7609452997,3.7753563044,4.5241829756,7.855585473500001,3.7753563044,4.1728251698,3.7753563044,3.7753563044,3.7753563044,4.1044273082,3.7753563044,3.7753563044,4.6957680647,4.0868266987,3.7753563044,4.2381952305,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,5.1655881676,4.3889809671,3.7753563044,3.7753563044,4.0429332378,4.245049481000001,4.2672214116000005,4.4321895798,3.7753563044,4.5602530438999995,7.9913739722,3.7753563044,7.569003911699999,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.3323678484,3.7753563044,3.7753563044,4.2451283517,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.5557894762,3.7753563044,4.2844015888,5.961522871900001,4.4098167617,4.46333955,3.7753563044,3.7753563044,4.614770564800001,4.1433548324,4.0786831843,3.7753563044,4.3918627358,4.2441260348,3.7753563044,3.7753563044,4.2452073908,4.1559556337,3.7753563044,3.7753563044,4.1145610257,3.7753563044,3.7753563044,4.6524593833,4.3187269256,4.397218184100001,4.0861430154,3.7753563044,6.7996059454,4.0424652179,3.7753563044,4.1159586742,3.7753563044
