gene_ids,log2FoldChange
ENSG00000224593,3.3568309597
LINC02347,3.1856415867
GRK1,2.0973989676
ENSG00000267255,2.0278563286
LINC01096,2.8466421678
CALR3,2.2240271791
ENSG00000248783,5.1306297091
ENSG00000257183,3.313116551
HTR2C,3.6240691185
RNU6.341P,2.5003976715
ENSG00000277311,3.0403123849
RNU4ATAC,2.4545552361
ENSG00000233716,3.1006044413
GLDCP1,2.9319576053
ENSG00000274549,3.67748173
ENSG00000277558,2.6852456472
ENSG00000250614,2.4959159976
ENSG00000253562,2.5910597339
SNORA84,4.8300810788
ENSG00000251408,2.8989254796
RNU1.122P,2.0469510371
HMX2,3.6056078061
IGKV2D.30,2.0904119077
IGKV2.29,2.3116247586
RN7SL12P,2.5231820587
TAC3,2.4252340363
ENSG00000261024,2.7445331504
IGKV2.18,2.0902040723
LINC01873,2.6343775695
ENSG00000259155,2.097607682
SAGE1,3.46631266
CPN1,5.0344428622
LINC00393,4.6709892526
ENSG00000225146,2.5664447843
RN7SL838P,2.7666685961
ENSG00000237571,2.7012720802
ENSG00000264067,2.3941985875
ENSG00000278642,2.232645863
ENSG00000250770,2.0940098121
ENSG00000265417,3.292423565
ENSG00000256732,3.6150410993
ENSG00000249650,2.3386235931
RNA5SP323,2.3688733387
ENSG00000267881,2.3540031745
LINC01397,2.1897646809
ENSG00000225255,3.702918888
SNORA80B,2.3919766213
LINC01449,2.2150704353
UPK1A,2.1308832227
FGF12.AS2,2.7310880339
IQCM,3.3527558421
ENSG00000265394,2.7373788422
ENSG00000259503,2.6730621343
PSMC1P11,2.4102699672
ENSG00000241003,2.4850675377
ENSG00000259001,3.3904532494
HNRNPA1P3,2.9236225985
ENSG00000259935,2.1118664476
ENSG00000250735,4.3182620366
LINC01079,3.5328465891
ENSG00000247402,3.4975817447
RN7SL151P,4.5606064419
GLYATL1P4,2.5171102013
HNRNPA1P45,2.2431282865
KRTAP3.1,2.9440132323
ENSG00000244310,2.7473645215
CBX3P5,2.833924731
RN7SKP30,2.126517204
GP2,3.4535113507
BEST3,2.3850783583
ENSG00000224644,2.430105798
HHLA2,2.2753885289
RN7SKP116,2.4836701368
ENSG00000225017,3.4815341338
ENSG00000217455,3.2343645431
ENSG00000260115,3.2457490234
RNU6.1042P,2.897908363
ENSG00000225711,3.7632569607
NKX2.5,3.325943885
TTLL8,2.8362695006
ENSG00000277581,2.1313547491
ENSG00000254708,2.1293679171
QRSL1P3,3.0637433452
NOTO,2.6880263128
ANKRD33,2.273671927
LINC02417,2.9713715329
ENSG00000258988,2.4547458376
ENSG00000280042,2.1064646454
H2AFZP4,2.3838950998
ENSG00000230863,3.2260032316
ENSG00000249412,2.0929039567
ENSG00000229618,2.6626375994
ENSG00000233397,2.6528304836
ENSG00000232555,3.3237411562
RNA5SP282,2.9062115332
ENSG00000226991,2.8047987498
ENSG00000244332,2.7202602165
LINC02343,2.5027276528
MIR4728,2.0140587047
FAM9B,2.6558221439
PNPT1P1,2.5613260731
RPL12P11,2.5187652272
ENSG00000278900,3.183537057
ENSG00000242407,3.8687133742
MRPL45P1,3.793078775
MYO3B.AS1,2.758818197
ELOA2,2.6009966879
ENSG00000270038,4.1393758332
SSTR5,3.3418806318
RSF1.IT1,2.0721496569
ENSG00000228573,2.6582358796
HIST1H2BPS2,2.4732393111
SNORA74D,4.2802905383
ENSG00000274210,2.1222558121
LINC01687,3.5857828594
SRMP2,2.9088629537
TTR,2.8018096712
ENSG00000280147,3.2288676545
ENSG00000248515,3.9663726535
ENSG00000255325,2.8235016027
ENSG00000278594,2.1980303732
ENSG00000207117,3.2171248903
PHF2P2,3.8720889998
ENSG00000235335,3.2645271736
GJB4,2.0718367073
ENSG00000228625,3.3164677306
KCNJ18,4.3804158243
ENSG00000278342,2.4193320002
ENSG00000270372,3.4784911431
LINC00536,2.6495857371
ENSG00000261291,2.3730858593
NPM1P29,2.3261526319
IGHV1OR15.6,2.6542367762
MAGEA5,2.6943433756
IGFL1P2,4.298524095
ENSG00000253174,2.1058428292
ENSG00000256824,2.1678886226
MIR3174,2.124509174
RPL31P58,2.9958631112
RN7SL219P,2.3430020392
UBTFL8,2.5994922899
LINC01924,4.4858187707
ENSG00000249019,2.6821456733
ZNF90P1,2.9284907647
ENSG00000258691,2.24387699
ENSG00000254094,2.3493555531
ENSG00000232034,2.159098444
ENSG00000248103,2.5511062077
ENSG00000236194,2.0661989847
ENSG00000236687,5.3075079687
ENSG00000236546,2.077429628
ENSG00000271771,3.1148203871
ENSG00000279993,2.1070984707
ENSG00000281016,2.1024212554
LINC00698,2.3750014373
ENSG00000251354,2.7676007919
ENSG00000256450,2.2319433879
ENSG00000239142,4.365977643
LINC01249,4.4238679116
SPRR2F,3.18741319
ENSG00000228044,2.097282352
ENSG00000266306,2.6324390656
FAM230C,5.1616881925
TUBB4BP2,2.752529942
DSG1.AS1,4.0935863725
GBX1,2.8042881331
GLYATL1,2.0955924144
PATE2,2.6264609636
ENSG00000227745,3.4233487706
HOXD.AS2,2.074538899
LINC02438,3.7988900866
ENSG00000261369,3.395776095
RN7SL648P,2.7143470612
ENSG00000269043,2.4637331114
LINC00251,3.3682249054
BHMG1,2.3594413688
ENSG00000234428,2.0706186132
ENSG00000226744,2.4051184819
AWAT1,2.6228795614
ENSG00000262339,2.3382310209
ENSG00000232821,2.570565347
PLCZ1,2.7783615111
ENSG00000269535,2.1181346845
C11orf44,2.6791482894
RPL7AP65,2.6235752087
PTPN2P1,2.3626401399
PAGE5,2.9062064617
ENSG00000259604,2.8512802442
ENSG00000261583,3.0968551991
ENSG00000237617,2.5153616267
FNDC9,2.0938468342
TAF9BP1,3.0453306546
ENSG00000248358,2.1845309609
RPL7P28,2.222843654
ENSG00000279433,2.021298992
ENSG00000245928,2.4863702768
NFYAP1,3.3805989834
MRPL15P1,2.4580711636
HOXD12,3.2968023933
ENSG00000257434,3.2633085918
LRRTM1,2.4477898425
SNORA46,3.3102688979
ENSG00000272703,3.2167983934
C20orf141,3.2731750345
SETP5,2.133261797
ENSG00000274281,2.6951406394
DRGX,2.1169931902
MIR579,2.1677012664
ENSG00000233358,2.7537250507
ENSG00000276662,2.1305691095
VCX3A,3.7891646029
RAP2CP1,3.01625928
LINC02263,3.5595878485
ENSG00000207009,2.2225148614
ENSG00000232342,2.0811420536
NDUFAB1P1,2.0579595526
ENSG00000237705,2.7658465644
GAPDHP46,2.5295789637
LIVAR,2.3284058378
ENSG00000274835,2.3914158651
ENSG00000242540,3.3910531906
ENSG00000254112,3.788045535
GGT8P,2.5572403399
PAGE2B,3.4046034363
RPL23AP11,2.9312783221
ENSG00000243508,3.3676421358
ENSG00000225334,3.3667020639
ENSG00000219088,2.1888257616
ENSG00000251281,3.4830169511
ENSG00000199466,2.2056916262
RPL23AP30,3.317699199
ENSG00000272472,2.3906618446
ENSG00000278829,2.5448778972
ENSG00000226797,2.6558437323
KNOP1P2,2.14688992
ENSG00000241818,2.3103466726
ENSG00000267424,2.7022483007
INSL6,2.8046732507
CLLU1OS,2.1099891858
ENSG00000272046,4.4761837859
SCARNA18,3.4467686709
ENSG00000254238,2.7559214979
CIDEC,2.3576556981
ENSG00000216813,3.61448808
ENSG00000258162,3.7020517203
ENSG00000236065,2.31289875
RANBP20P,2.124322233
FOXCUT,2.1091394942
ENSG00000250060,4.892354264
ENSG00000256481,2.5318054013
ILF2P1,2.5681228508
ENSG00000242602,3.1919854623
ENSG00000267922,2.6259910113
ENSG00000245857,2.22984229
ENSG00000233214,2.635532928
ENSG00000250330,2.4420402094
ENSG00000257035,4.3334259719
ENSG00000223703,2.2219087987
ANKRD30BP3,2.9566059647
ATP4A,2.4820488451
LCN15,2.9670701944
ENSG00000234537,2.2110242471
ENSG00000253273,2.4390909843
ENSG00000230790,2.0904152797
GABRR3,2.6939375624
IGKV3OR22.2,2.633561999
ENSG00000263477,3.6881390824
ENSG00000260733,3.1537500038
LINC01697,2.6639061085
ENSG00000242391,2.554633841
ENSG00000241439,2.864886991
ENSG00000252652,2.4580720188
ENSG00000267284,3.8518397444
ENSG00000274840,3.6136688195
KRT8P17,2.1157501103
ENSG00000234943,2.6329107988
ENSG00000224245,2.6446301786
TMED11P,2.3056344102
ENSG00000267016,2.0076848632
CKS1BP3,2.1364365277
ENSG00000232524,2.5021236373
RPL18P13,2.1919319338
IGHD3.16,2.4020271799
POLD2P1,2.4942809678
ENSG00000253923,2.0841145869
ENSG00000256789,2.4468130971
TMEM238L,2.8263632668
LINC01502,2.7363693163
ENSG00000259950,3.1886891757
ENSG00000205035,3.0881894191
TCEAL3.AS1,2.5353291263
ENSG00000255321,3.614080293
ENSG00000279670,2.1457779881
LINC00602,3.8121638559
IGHV1OR15.1,2.3174512847
ENSG00000257452,2.1434982722
RBAKDN,2.1825226675
ENSG00000252200,2.1206397011
ENSG00000225140,2.3338743421
AZGP1P1,2.5225837537
ENSG00000232750,2.0308661223
ENSG00000258657,2.4275101334
ENSG00000275981,2.6306148786
ENSG00000253593,2.2006148345
ENSG00000237862,2.3703828492
ENSG00000248459,2.1094576508
RPSAP13,2.2893139017
ENSG00000265739,2.7581260328
RNU5F.1,2.1975034341
ENSG00000248837,3.8585454563
IRX4,3.2338412749
ENSG00000257438,3.2971079187
ENSG00000233974,2.0390633224
NDUFA5P6,3.5663715464
ENSG00000232646,2.6696573367
GOLGA6L7,2.0410180417
ENSG00000228386,3.0811521102
ENSG00000232482,2.3736994394
ENSG00000279098,2.6443506748
ENSG00000230741,2.9276012159
SNORA20,3.0032028227
UGT1A8,4.3274741093
RNU6.875P,2.2412729531
ENSG00000260454,2.4384377876
PSMA2P2,3.161751748
ENSG00000271779,2.1439519411
GALR3,2.349719873
ZIC3,4.2580970729
RPL7P52,2.2033441276
ENSG00000248719,2.051474038
ENSG00000274666,3.44482952
LINC00706,2.4891554284
SNRPGP5,2.262171291
ENSG00000223999,2.414451678
ENSG00000279490,2.8411534536
ENSG00000250038,4.5927263567
ENSG00000227068,3.5298236912
ZNF444P1,2.5282981631
ENSG00000276282,2.337283088
LINC02315,2.3068332517
ENSG00000264895,2.6828183874
SNORA7B,2.4222000476
PATE4,2.7403148334
TAS2R38,3.7096329219
IGHD2.2,2.2155881815
NLRP5,4.1118335672
ENSG00000266987,2.8199180617
ENSG00000239148,4.4849320065
ENSG00000236489,2.0416079123
ENSG00000236391,2.3394927742
KRT23,2.0616066165
CASR,2.5046676474
ENSG00000249275,2.8090226501
PHBP13,2.1471122567
IGKV1D.35,2.1934505087
SNX6P1,2.1586555049
KRT6C,2.755126781
MAGEA9B,5.5283225995
PAGE1,4.0468436712
IGLV3.24,2.3407954591
SLC2A2,3.9410332424
CCDC169.SOHLH2,2.2661357335
ENSG00000261522,2.5480364426
ENSG00000232518,2.6079210599
PRDM9,4.0424278573
RN7SL329P,3.0261928185
MSMB,2.3396186626
ENSG00000266111,2.450961952
SCARNA8,2.226412262
SLCO1B7,3.6978349886
ENSG00000249526,2.1060763128
ENSG00000260744,2.7213648868
VDAC1P4,2.9007790511
UGT1A3,3.8588563198
ENSG00000259514,2.3958234903
PDSS1P1,3.2290758314
ENSG00000252218,2.2974796491
ENSG00000275929,2.203187039
RPL7P42,2.0594305953
LINC01594,2.1179948181
GPR50,3.4781213811
ENSG00000218596,2.8387684287
ENSG00000226876,2.6998741208
ENSG00000225496,2.9987666605
ENSG00000237810,2.4483319802
MCCD1,3.4001381767
IGKV6D.41,2.3137799179
ENSG00000260978,2.8052564365
SNORA80A,4.4054094027
RNU6.583P,2.0199801837
TAS2R13,2.6636012232
ENSG00000243402,2.9176953835
ENSG00000232594,2.6052153649
LINC02267,4.9533533789
ENSG00000267714,2.5683123999
LINC01204,2.2480193073
ENSG00000267758,2.3529971922
CBX5P1,3.1711460016
ENSG00000239835,3.0888827935
ENSG00000259617,2.3450363263
IGLV3.17,2.394903136
IGKV2D.18,2.1962314794
ENSG00000259701,2.4126648808
RBM46,2.3082698589
ENSG00000237243,2.9069447215
ITGB5.AS1,2.5885519666
RNU6.126P,2.6869235987
ENSG00000229964,3.0885340107
CNTNAP5,3.5024655631
IGHEP1,2.264446625
ENSG00000275898,2.075420035
DUX4L9,3.1033655465
C8orf17,2.9997878
ENSG00000279336,2.5371894014
ENSG00000255790,3.1897167882
ZBTB46.AS1,2.9420658692
SNORA37,3.4740918068
ENSG00000235296,2.0150410835
RPS3P2,2.0358389124
ENSG00000228481,3.0808119253
ENSG00000269986,2.9105005788
LINC00609,2.5897016078
SHLD2P2,2.526217251
LINC01910,2.6332918166
KNOP1P4,2.1636659194
ENSG00000253399,2.2273397966
DUTP1,2.2970618504
PSG1,4.3734575653
OSBPL10.AS1,2.3637530388
ENSG00000251574,3.462355629
TESC.AS1,2.3274854145
ENSG00000271860,3.4879546063
EDDM3A,2.4666430443
ENSG00000236274,3.6806431952
ENSG00000199866,2.1727630552
ENSG00000254538,2.6963886296
ENSG00000253746,2.0792976607
ENSG00000277945,3.2688912103
ENSG00000253991,3.1032787083
LINC01361,2.2253765628
FOXP1.IT1,2.1190419052
ENSG00000251361,2.1344201102
ENSG00000257864,2.3667105058
LINC01701,2.4953798765
DDX43P3,3.4982765988
ENSG00000250698,3.0296360891
MMP20,2.7584969006
ENSG00000228933,3.0374027533
OVAAL,2.6957267921
ENSG00000230140,2.0250988937
ENSG00000232448,2.6995163781
BNIP3P25,2.7533335189
ENSG00000234271,2.3061599943
ENSG00000237713,3.1193656338
ENSG00000251689,2.1839293022
CCDC166,2.5960449802
ENSG00000260601,2.9549001786
ENSG00000278902,2.583311773
RNF113B,2.7447925088
ENSG00000273838,2.9261868254
KLF2P4,3.8440661357
ENSG00000272551,2.4371083043
ENSG00000202357,2.0365068506
LINC02111,2.7385999507
MTOR.AS1,3.403307195
ENSG00000124835,3.1553266402
ENSG00000280375,2.0765843373
ENSG00000254442,3.2203879775
IGHV3.54,2.0679639831
ENSG00000253567,2.0968499055
ENSG00000230065,2.5555432199
ENSG00000236478,2.3313253571
IGHV1OR16.4,2.3112425199
TUBA3C,4.7970630088
ENSG00000279421,2.5017481904
ENSG00000230033,3.4074261125
OPRK1,2.1318424712
LINC02685,2.0031673689
PHKBP2,2.8758176504
ENSG00000237768,2.7461431796
HIST1H4L,4.6785341523
MPRIP.AS1,2.0163073599
ENSG00000229955,2.9355443469
ENSG00000253642,4.5033846407
RN7SL736P,3.3555702917
LINC01143,2.6876394934
NHS.AS1,2.9794600593
SNORD8,3.3839879243
ENSG00000263501,3.110770988
ENSG00000214759,2.2098080479
PHOX2A,3.2097493349
ENSG00000253335,3.9491650656
ENSG00000273451,2.073930604
RPL7P49,2.4733742744
ENSG00000254337,2.1232320169
CACYBPP1,2.7747531985
RPS7P15,2.3556006566
ENSG00000264421,3.6293734455
ENSG00000234073,2.3779276703
ENSG00000260377,3.0915758909
ENSG00000262833,2.3270260568
ENSG00000261650,4.7833851105
HNRNPA1P15,2.0611357765
NAV2.AS3,2.2921404895
RNU6.122P,3.4097992042
MC5R,2.1630699427
ENSG00000237329,2.9904729285
NWD2,2.9114543771
ENSG00000260466,2.1716767552
SLC17A4,3.4284180098
ENSG00000279085,2.2206491895
ENSG00000231467,2.5483851428
LINC02192,2.7835407344
ENSG00000280217,2.208987478
ENSG00000261072,3.8990191325
PHACTR2.AS1,2.7706910088
ENSG00000272798,2.5784890044
MUC5AC,2.5662626328
RPS20P15,3.1191340174
ENSG00000226355,2.1246863591
LINC01991,2.0688162231
DSPP,2.7536437595
ENSG00000253317,2.1540709689
ENSG00000223450,3.7083923373
MACC1.AS1,2.3945578558
TUBBP6,2.1216018253
ENSG00000262343,2.2183420562
NIP7P3,3.4262136742
LINC01399,2.561126633
ENSG00000257329,2.6202237145
ENSG00000248112,2.2282835807
ENSG00000264458,3.0479164089
C5orf17,2.3184124332
ENSG00000265204,2.5808556688
NEK2P4,2.4986981856
TXNDC12.AS1,2.0328683678
ENSG00000187229,3.2293928312
RNU6.915P,2.7126826286
ENSG00000231054,2.4937672896
LINC02327,4.0560025853
ENSG00000236921,2.6542668773
CFHR5,2.6558705713
OR10G2,2.2648043469
ENSG00000225087,3.3319777499
ENSG00000231039,2.093951664
LINC02377,4.7522478731
RNU6.130P,2.5208213116
ENSG00000259188,2.4356010308
ENSG00000260066,2.811455462
ENSG00000235088,2.4879445947
ENSG00000235066,2.1500110984
DDX18P5,2.8870622894
ENSG00000256083,2.910077137
ELOCP31,2.2212195569
HNRNPRP1,2.2544334055
ENSG00000258044,2.6719650488
FTLP6,2.6535344806
PSCA,2.1029646208
ENSG00000249359,2.4162426097
RTL1,3.3289999534
ENSG00000266598,2.9854769709
ENSG00000253911,2.7928478054
ENSG00000256218,2.9197849899
ENSG00000225092,2.063015666
ENSG00000279905,2.4492217382
RAPGEF4.AS1,2.6265875041
PART1,2.1071870489
OR1H1P,2.3181774664
ENSG00000279136,2.4523122874
ENSG00000272406,3.1294205981
ENSG00000256916,2.0058038358
RN7SL569P,2.286403493
MIR554,2.4427198508
NKX2.3,2.0046053443
ENSG00000234718,2.2773068182
ENSG00000280376,2.3516797021
ENSG00000234915,2.7201152425
ENSG00000278475,2.0410694888
LINC01456,4.1461863169
ENSG00000228496,3.374088204
NFIA.AS1,2.3329411981
ENSG00000253585,2.1428458856
ENSG00000279404,2.4578138305
RN7SL296P,3.5410228695
C10orf113,2.7918622677
LINC01312,3.3361875092
THOC7.AS1,2.2304130371
DNAJB3,3.3177392451
GC,3.9131362932
CDH7,2.0566925064
ENSG00000253607,2.3510060526
PCK1,2.5230702114
RNU6ATAC38P,2.1147076876
ERVMER61.1,4.4322682756
ENSG00000224260,2.9304151011
ENSG00000264660,2.1061820098
ENSG00000258968,2.5927100678
ENSG00000228604,2.4424513746
ENSG00000224658,2.7114003283
OR1F1,3.2097805929
ENSG00000226097,2.304994573
OTOS,3.4876564638
ENSG00000278462,2.398611492
ENSG00000258314,3.4928055919
MTND4LP13,2.2241716164
IDH2.DT,2.3648415187
RPL9P30,2.8561434164
ENSG00000271369,2.33116746
MIR5689HG,2.7521242212
GUCY2GP,2.0409938541
ANTXRL,2.1103413868
SMILR,2.2516688274
ENSG00000236427,2.3689258379
IGHJ2P,2.0378515885
ENSG00000228879,2.2066763066
KLRF2,2.2593518032
ENSG00000280028,2.6557515565
LINC02335,4.5468518109
LINC02463,2.3958800803
ENSG00000215023,2.2427190707
RN7SKP106,2.6531373802
ENSG00000274885,2.5176957246
ENSG00000259121,2.1906391438
RSPH6A,2.4637434194
LINC01731,2.3135891088
MTDHP4,2.3767453396
ENSG00000280097,2.00989189
ENSG00000280122,2.1760320566
ENSG00000256542,2.5808719293
ENSG00000257265,3.147449793
POU5F1P4,2.0855597204
ENSG00000266049,2.871453358
LINC01411,2.8523726209
DCAF8L2,4.3061390892
DEFB126,3.5111198005
EIF4BP5,2.54255752
SNORA47,2.0658617269
XIAPP2,2.5728364766
ENSG00000238259,2.6924729198
ENSG00000251523,2.77085105
ENSG00000272163,2.4074294551
TET2.AS1,2.1610274279
ENSG00000253420,3.6207954817
PSG9,3.5446589096
SALL4P7,2.4829154703
ENSG00000265713,2.185582835
ENSG00000231702,2.3717847794
ENSG00000250292,2.9150332657
RNU4ATAC12P,2.6055446489
ENSG00000229502,3.2103842248
ENSG00000249293,2.2598794297
HNRNPA1P76,2.5696911268
TMEM14EP,2.6277645342
ENSG00000253720,2.1343036641
ENSG00000261633,2.1071245305
AGGF1P3,2.0427954602
ENSG00000279589,2.1196125276
ENSG00000204049,2.7460132181
RN7SKP180,2.5295748387
ENSG00000256081,3.3810100698
ENSG00000273791,2.2165275051
ENSG00000231201,2.3410467937
RPS24P16,2.4424305076
BRWD1P3,3.1578272164
ENSG00000227170,3.9030168702
PHGR1,2.4689280445
ENSG00000279006,2.4166951105
ENSG00000280655,2.1161872436
LINC00051,2.9398079123
RNU6.890P,2.3154545125
ENSG00000263489,2.8983449679
LINC01087,3.0006452211
ENSG00000255020,2.6900815275
ENSG00000267577,2.105177065
RNU1.124P,2.2833286067
ZNF29P,2.1113711424
RPL7P11,2.1265487663
ANKRD20A18P,2.0355416275
UBE2CP1,2.4384288596
ENSG00000271919,2.7021166346
ENSG00000225703,2.2380312315
CKS1BP2,2.4303999035
ENSG00000250315,2.6173595913
GACAT3,4.4057189354
SPCS2P3,2.0978827851
RPS6P12,2.4730592295
MAGEB1,4.8513074523
ENSG00000261399,2.114512505
UHRF2P1,2.4761225101
ADAM18,2.8139245997
ENSG00000253168,2.388881501
ENSG00000235209,2.1478871537
ENSG00000265261,2.2817423496
PNLIPRP3,3.2914965828
TMEM132D.AS1,3.8523945338
TAS2R64P,2.077440747
ENSG00000275139,2.6797022001
RN7SL394P,2.6778808224
IL20RB.AS1,2.6556924029
ENSG00000273118,2.0286091309
RPS7P2,2.2125707529
ENSG00000265984,2.283183775
RMRP,3.8903950303
PLCH1.AS2,2.001363803
ENSG00000232693,2.355351373
ARF1P2,2.5024017486
ENSG00000236327,3.0922701885
ENSG00000249068,2.216287489
FCF1P5,2.6493976911
ENSG00000274139,2.098469887
ENSG00000259505,3.1454824556
LINC01322,2.8023879286
ENSG00000278886,2.6880518338
ENSG00000230834,2.3562041106
ENSG00000201573,2.6112533514
ENSG00000276759,2.152079104
OR1J4,2.2954102426
ENSG00000255520,2.1267257918
RPS27AP8,3.2807930086
RN7SL664P,2.9824198121
SOX3,3.0447858031
ENSG00000280379,2.2018130734
BNIP3P37,2.3854679241
FGF21,2.9444062301
LINC01414,3.8142279332
CDC42P1,2.1308346714
LINC01444,3.4669068695
ENSG00000241187,2.6085034899
PRELID1P3,2.3596656019
POLHP1,2.5383338522
ENSG00000279913,2.6082221672
LINC01345,4.3957214722
RPL23AP20,2.0619874583
TAAR3P,2.5091282075
FGF12.AS3,2.5077892723
MOGAT3,2.6921438623
ENSG00000258012,2.3179472557
FNTAP2,2.4066122951
IAPP,2.975071153
VGLL2,3.5807382096
IGKV2D.26,2.3302806446
ENSG00000250829,2.3856250581
ENSG00000240305,2.0532135758
ENSG00000250612,4.5924017508
GCG,3.6478766101
ENSG00000257803,2.118353799
ENSG00000279620,2.7114160991
ENSG00000230063,3.1497120255
HIST1H1A,4.0319418004
ENSG00000237088,3.1161820579
LINC01450,2.4877558462
IGHV7.40,2.4466695691
ENSG00000261817,2.2103243185
LINC01956,3.2890152919
ENSG00000281655,2.2777883125
IFNL4,2.817095706
ENSG00000279885,2.3005220815
ENSG00000260412,2.1158117973
ENSG00000237265,3.6464709351
SLURP1,2.2926099561
ENSG00000224814,2.9976685652
ENSG00000256399,2.7194569488
ENSG00000232765,3.3056850821
ENSG00000259103,3.4439857927
ENSG00000230001,3.8980026842
ENSG00000270832,2.6062640541
ENSG00000231401,2.5899081764
ENSG00000239686,2.1439658715
ENSG00000229327,3.3732867078
ENSG00000260677,2.2341508681
ENSG00000222007,3.2864926168
ENSG00000262803,2.9742711263
SUMO2P8,3.3740243046
ENSG00000256514,2.2773521572
RPSAP71,3.7182471343
RN7SKP237,3.0224735854
FAM242F,2.3992765931
ENSG00000241354,2.0873936733
ENSG00000253500,2.9705549338
BRWD1.IT1,3.0131000156
NBPF4,2.7305125065
PTTG3P,2.4247357599
ENSG00000230826,3.5102743715
ENSG00000281566,4.6940117151
TBC1D3P1,2.4192563062
ENSG00000253153,2.9528184154
ENSG00000237208,2.8282996595
CSAG4,4.239067564
PVALEF,2.0844212204
ENSG00000254177,3.2762292998
RN7SL37P,2.8032386173
IFNL3,2.2581157098
RNA5SP174,2.9913459528
ENSG00000229642,3.4120690019
UPK1B,2.307607733
RPL36AP48,2.5057183954
ENSG00000275488,2.298642396
ENSG00000248930,2.8594847924
SNORD70,2.5517814562
COQ10BP2,2.8135827533
ENSG00000261289,2.0437165235
MIR8067,2.5611779462
TAS2R30,2.3807383635
ENSG00000266397,2.4935733369
ENSG00000233517,2.1634729653
RPS12P17,2.0516037161
ENSG00000223872,3.3364028174
ENSG00000233293,2.3356930933
ENSG00000253754,2.0411310082
LINC02152,2.9224250041
ENSG00000239280,2.8159286515
ENSG00000275550,2.0065121862
ENSG00000233583,2.8354939093
ENSG00000253363,4.688042655
IGHVII.60.1,2.2701893169
ENSG00000228729,2.6707785564
TPH2,2.2580294298
ENSG00000198211,2.0531024598
GACAT2,2.0222340204
ENSG00000227455,3.3003282838
ARHGAP26.IT1,2.6926836654
SNRPEP10,3.4871432911
RPS3AP3,2.1110174286
ENSG00000270554,2.8912890246
ENSG00000269274,2.5803833371
HSPE1P27,2.4870369276
ENSG00000200842,3.1026616949
RC3H1.IT1,2.8387785192
CLYBL.AS2,2.4670016868
ENSG00000235725,2.0168054398
SNORA63C,2.1215128115
LINC01060,2.0727506775
ENSG00000253980,3.2345120097
IGHD2.15,2.2626863435
RNU1.120P,2.3569434987
SOX1,3.6833617712
ENSG00000256571,3.2658556217
SSX5,3.8838536301
RPL5P13,3.2636017971
GPRC6A,2.8489109774
ENSG00000280190,3.4251415404
C3P1,2.8993039508
ENSG00000279390,2.243885621
ENSG00000238575,2.1842688508
ENSG00000261872,2.2459900212
ENSG00000280225,3.0843840842
CLEC2A,3.3384767679
ATG12P2,2.4542538899
FBXL21P,3.2580351529
RNU6.757P,2.0197192314
NPM1P47,2.289747213
ENSG00000273444,2.0161618675
RN7SL230P,2.5297305527
ENSG00000224972,3.4477101204
ENSG00000274591,2.5171997318
ENSG00000274023,2.6807106694
ENSG00000254653,2.8599407365
ENSG00000259946,3.0362626483
RPL23AP50,2.5256794529
ENSG00000270553,2.1571288926
RPS27AP10,2.0261181
LINC01494,2.010355776
ENSG00000279694,2.5604435131
SDCBPP1,2.229072328
RNU6.767P,2.2164169399
ENSG00000232627,2.7047401449
ENSG00000259380,2.2250219817
ENSG00000259922,2.4703156243
RN7SL449P,2.0620146486
ENSG00000235415,2.2938603086
IFNL2,2.407063001
E2F3.IT1,3.2459286907
LINC01812,2.1750591181
DKK4,2.454188024
ENSG00000260860,2.0358933397
TAS2R63P,2.9778799094
ENSG00000270911,2.5683298411
ENSG00000169075,2.9109661538
C11orf53,2.0889247734
IL17A,2.2571930632
RPAP2P1,3.1894135839
LINC01681,3.2762452703
ENSG00000242593,2.9807319643
KRTAP4.17P,2.0726891658
ENSG00000262265,2.4690312407
IGLCOR22.1,2.1065738408
TAS2R46,2.6334657223
RN7SL760P,2.9614758165
ENSG00000268051,2.6973908882
SMYD3.IT1,2.7054086928
BPIFC,2.1122627161
ENSG00000235548,2.727557231
ENSG00000207370,2.4460266302
LINC02404,3.0345091363
ENSG00000258323,2.3532928855
ENSG00000239498,2.2803042704
ENSG00000259423,2.0653249246
IGHD3.10,2.1592043342
LINC02300,2.1232247404
ENSG00000261734,3.114649226
MIR561,2.7771403566
ITCH.IT1,2.1828588325
ENSG00000227683,2.3583297678
ENSG00000223812,4.419333403
LINC01992,3.9458290593
RN7SKP163,2.6113462547
ENSG00000253505,2.09028614
PRB4,4.1571485657
ENSG00000225078,3.2294601186
LINC00645,3.2393508369
MTCYBP3,3.0778868303
ENSG00000229853,2.0047719724
RPL23AP52,2.1846984138
ENSG00000261268,2.6260266121
RPS15AP29,2.3809597663
C12orf40,2.6014757734
RNU6.1005P,2.0437051849
ENSG00000248363,3.4050062568
RN7SL732P,3.2469889852
RN7SKP255,5.3922783574
ENSG00000260152,2.236047023
ASTN2.AS1,3.2437758513
ENSG00000255774,2.6631394907
ENSG00000225689,2.2051278618
RN7SL665P,2.2394951094
GH2,3.4011984373
ENSG00000279707,2.1649226774
ENSG00000238254,2.3341069275
ENSG00000279442,3.3731351693
ENSG00000275232,2.8041609451
UGT2B10,2.9894829937
ENSG00000258620,2.3551593921
RN7SKP243,2.1062753813
IGLV7.35,2.0877688806
ENSG00000271482,2.2257585049
ENSG00000259079,2.3545338611
